Date,High Temp: Actual,High Temp: Historic Avg,High Temp: Record,Low Temp: Actual,Low Temp: Historic Avg,Low Temp: Record,Day Average Temp: Actual,Day Average Temp: Historic Avg,Day Average Temp: Record,Precipitation (past 24 hours from 00:10:00): Actual,Precipitation (past 24 hours from 00:10:00): Historic Avg,Precipitation (past 24 hours from 00:10:00): Record,Dew Point: Actual,Dew Point: Historic Avg,Dew Point: Record,High: Actual,High: Historic Avg,High: Record,Low: Actual,Low: Historic Avg,Low: Record,Average: Actual,Average: Historic Avg,Average: Record,Max Wind Speed: Actual,Max Wind Speed: Historic Avg,Max Wind Speed: Record,Visibility: Actual,Visibility: Historic Avg,Visibility: Record,Sea Level Pressure: Actual,Sea Level Pressure: Historic Avg,Sea Level Pressure: Record
2022-10-22,91.0,91.0,,79.0,76.2,,85.7,84.0,,0.0,,,66.08,,,72.0,,,59.0,,,66.08,,,14.0,,,3.0,,,29.93,,
2022-10-23,91.0,91.1,,77.0,76.1,,85.7,84.0,,0.0,,,58.38,,,66.0,,,50.0,,,58.38,,,12.0,,,3.0,,,29.93,,
2022-10-24,93.0,91.1,,73.0,76.0,,84.3,84.0,,0.0,,,60.97,,,68.0,,,52.0,,,60.97,,,13.0,,,3.0,,,29.87,,
2022-10-25,91.0,91.2,,77.0,75.9,,84.65,84.0,,0.0,,,69.27,,,73.0,,,63.0,,,69.27,,,13.0,,,2.0,,,29.87,,
2022-10-26,95.0,91.2,,77.0,75.8,,86.22,84.0,,0.0,,,62.32,,,70.0,,,52.0,,,62.32,,,12.0,,,2.0,,,29.93,,
2022-10-27,93.0,91.3,,77.0,75.7,,85.86,84.0,,0.0,,,62.16,,,72.0,,,50.0,,,62.16,,,13.0,,,2.0,,,29.9,,
2022-10-28,93.0,91.3,,73.0,75.6,,85.08,84.0,,0.0,,,60.08,,,70.0,,,50.0,,,60.08,,,13.0,,,3.0,,,29.9,,
2022-10-29,91.0,91.3,,75.0,75.5,,85.38,84.0,,0.0,,,55.59,,,63.0,,,48.0,,,55.59,,,14.0,,,3.0,,,29.9,,
2022-10-30,93.0,91.4,,75.0,75.4,,85.95,84.0,,0.0,,,54.19,,,64.0,,,45.0,,,54.19,,,12.0,,,3.0,,,29.9,,
2022-10-31,95.0,91.4,,75.0,75.3,,84.95,83.0,,0.0,,,58.0,,,66.0,,,48.0,,,58.0,,,14.0,,,2.0,,,29.87,,
2022-11-02,93.0,91.4,,73.0,75.0,,84.95,83.0,,0.0,,,59.78,,,68.0,,,54.0,,,59.78,,,10.0,,,1.0,,,29.9,,
2022-11-03,97.0,91.4,,75.0,74.9,,86.3,83.0,,0.0,,,56.89,,,66.0,,,50.0,,,56.89,,,12.0,,,2.0,,,29.9,,
2022-11-04,97.0,91.4,,73.0,74.8,,86.24,83.0,,0.0,,,55.54,,,66.0,,,48.0,,,55.54,,,10.0,,,2.0,,,29.9,,
2022-11-05,100.0,91.4,,73.0,74.7,,86.32,83.0,,0.0,,,59.19,,,73.0,,,45.0,,,59.19,,,10.0,,,2.0,,,29.93,,
2022-11-06,97.0,91.4,,75.0,74.5,,86.54,83.0,,0.0,,,57.59,,,63.0,,,48.0,,,57.59,,,12.0,,,2.0,,,29.96,,
2022-11-07,93.0,91.4,,73.0,74.4,,84.91,83.0,,0.0,,,61.66,,,70.0,,,54.0,,,61.66,,,13.0,,,1.0,,,29.93,,
2022-11-08,93.0,91.4,,77.0,74.3,,86.97,83.0,,0.0,,,62.26,,,66.0,,,55.0,,,62.26,,,10.0,,,2.0,,,29.93,,
2022-11-09,93.0,91.4,,79.0,74.2,,86.71,83.0,,0.0,,,62.69,,,68.0,,,57.0,,,62.69,,,12.0,,,2.0,,,29.93,,
2022-11-10,93.0,91.4,,75.0,74.0,,85.49,83.0,,0.0,,,58.83,,,66.0,,,50.0,,,58.83,,,10.0,,,2.0,,,29.93,,
2022-11-11,91.0,91.4,,75.0,73.9,,85.89,83.0,,0.0,,,57.29,,,64.0,,,54.0,,,57.29,,,13.0,,,2.0,,,29.96,,
2022-11-12,93.0,91.3,,79.0,73.8,,86.6,83.0,,0.0,,,58.23,,,64.0,,,54.0,,,58.23,,,13.0,,,2.0,,,29.96,,
2022-11-13,93.0,91.3,,77.0,73.7,,85.97,83.0,,0.0,,,58.49,,,66.0,,,52.0,,,58.49,,,13.0,,,1.0,,,29.9,,
2022-11-14,93.0,91.3,,73.0,73.5,,85.26,83.0,,0.0,,,63.6,,,68.0,,,59.0,,,63.6,,,12.0,,,1.0,,,29.9,,
2022-11-15,93.0,91.2,,79.0,73.4,,86.43,82.0,,0.0,,,65.77,,,70.0,,,61.0,,,65.77,,,12.0,,,1.0,,,29.93,,
2022-11-16,91.0,91.2,,75.0,73.3,,85.43,82.0,,0.0,,,63.77,,,68.0,,,59.0,,,63.77,,,12.0,,,1.0,,,29.93,,
2022-11-17,93.0,91.1,,73.0,73.1,,85.09,82.0,,0.0,,,56.63,,,66.0,,,48.0,,,56.63,,,12.0,,,2.0,,,29.93,,
2022-11-18,90.0,91.1,,73.0,73.0,,83.83,82.0,,0.0,,,50.29,,,55.0,,,46.0,,,50.29,,,12.0,,,2.0,,,29.9,,
2022-11-19,88.0,91.0,,73.0,72.9,,82.57,82.0,,0.0,,,51.77,,,63.0,,,45.0,,,51.77,,,12.0,,,2.0,,,29.93,,
2022-11-20,90.0,91.0,,70.0,72.8,,80.57,82.0,,0.0,,,51.26,,,64.0,,,41.0,,,51.26,,,10.0,,,3.0,,,29.9,,
2022-11-21,88.0,90.9,,68.0,72.6,,79.91,82.0,,0.0,,,50.86,,,61.0,,,43.0,,,50.86,,,10.0,,,2.0,,,29.9,,
2022-11-22,90.0,90.9,,68.0,72.5,,82.68,82.0,,0.0,,,56.0,,,63.0,,,46.0,,,56.0,,,13.0,,,1.0,,,29.9,,
2022-11-23,91.0,90.8,,77.0,72.4,,84.26,82.0,,0.0,,,57.34,,,64.0,,,48.0,,,57.34,,,12.0,,,2.0,,,29.87,,
2022-11-24,91.0,90.7,,77.0,72.3,,85.06,82.0,,0.0,,,60.57,,,66.0,,,55.0,,,60.57,,,12.0,,,1.0,,,29.87,,
2022-11-25,91.0,90.6,,75.0,72.1,,85.31,82.0,,0.0,,,63.29,,,70.0,,,57.0,,,63.29,,,10.0,,,1.0,,,29.87,,
2022-11-26,93.0,90.6,,77.0,72.0,,86.37,81.0,,0.0,,,66.71,,,70.0,,,63.0,,,66.71,,,9.0,,,1.0,,,29.85,,
2022-11-27,90.0,90.5,,79.0,71.9,,85.46,81.0,,0.0,,,67.71,,,72.0,,,64.0,,,67.71,,,12.0,,,1.0,,,29.82,,
2022-11-28,91.0,90.4,,77.0,71.7,,85.31,81.0,,0.0,,,63.6,,,70.0,,,57.0,,,63.6,,,10.0,,,2.0,,,29.82,,
2022-11-29,88.0,90.3,,73.0,71.6,,82.14,81.0,,0.0,,,60.43,,,66.0,,,55.0,,,60.43,,,12.0,,,1.0,,,29.85,,
2022-11-30,95.0,90.3,,72.0,71.5,,84.0,81.0,,0.0,,,64.31,,,72.0,,,57.0,,,64.31,,,10.0,,,1.0,,,29.87,,
2022-12-01,90.0,90.2,,77.0,71.4,,83.83,81.0,,0.0,,,62.83,,,70.0,,,55.0,,,62.83,,,13.0,,,1.0,,,29.9,,
2022-12-03,93.0,90.0,,75.0,71.1,,84.8,81.0,,0.0,,,60.91,,,66.0,,,50.0,,,60.91,,,10.0,,,1.0,,,29.85,,
2022-12-04,91.0,89.9,,79.0,71.0,,85.49,81.0,,0.0,,,67.94,,,72.0,,,64.0,,,67.94,,,9.0,,,1.0,,,29.87,,
2022-12-05,93.0,89.8,,81.0,70.9,,85.89,80.0,,0.0,,,71.6,,,73.0,,,68.0,,,71.6,,,12.0,,,1.0,,,29.9,,
2022-12-06,93.0,89.7,,81.0,70.7,,86.06,80.0,,0.0,,,69.8,,,73.0,,,64.0,,,69.8,,,13.0,,,1.0,,,29.9,,
2022-12-07,91.0,89.6,,79.0,70.6,,85.23,80.0,,0.0,,,69.71,,,75.0,,,64.0,,,69.71,,,12.0,,,1.0,,,29.87,,
2022-12-08,90.0,89.6,,77.0,70.5,,84.37,80.0,,0.0,,,65.2,,,70.0,,,61.0,,,65.2,,,9.0,,,1.0,,,29.9,,
2022-12-09,90.0,89.5,,75.0,70.4,,81.29,80.0,,0.0,,,53.0,,,61.0,,,39.0,,,53.0,,,12.0,,,2.0,,,29.85,,
2022-12-10,91.0,89.4,,72.0,70.2,,82.77,80.0,,0.0,,,53.23,,,63.0,,,39.0,,,53.23,,,12.0,,,2.0,,,29.85,,
2022-12-11,90.0,89.3,,73.0,70.1,,83.94,80.0,,0.0,,,56.0,,,61.0,,,52.0,,,56.0,,,10.0,,,2.0,,,29.85,,
2022-12-12,93.0,89.2,,79.0,70.0,,85.97,80.0,,0.0,,,68.06,,,75.0,,,63.0,,,68.06,,,10.0,,,2.0,,,29.85,,
2022-12-13,93.0,89.1,,82.0,69.9,,87.18,80.0,,0.0,,,69.62,,,73.0,,,66.0,,,69.62,,,10.0,,,2.0,,,29.85,,
2022-12-14,91.0,89.0,,82.0,69.7,,86.71,80.0,,0.0,,,69.57,,,75.0,,,66.0,,,69.57,,,13.0,,,2.0,,,29.87,,
2022-12-15,93.0,88.9,,81.0,69.6,,85.37,79.0,,0.0,,,69.43,,,72.0,,,64.0,,,69.43,,,13.0,,,1.0,,,29.87,,
2022-12-16,93.0,88.8,,79.0,69.5,,86.83,79.0,,0.0,,,70.26,,,73.0,,,66.0,,,70.26,,,12.0,,,1.0,,,29.85,,
2022-12-17,93.0,88.7,,81.0,69.4,,87.94,79.0,,0.0,,,69.69,,,73.0,,,64.0,,,69.69,,,12.0,,,1.0,,,29.9,,
2022-12-18,95.0,88.6,,82.0,69.2,,87.63,79.0,,0.0,,,67.34,,,72.0,,,63.0,,,67.34,,,12.0,,,1.0,,,29.87,,
2022-12-19,93.0,88.5,,81.0,69.1,,86.51,79.0,,0.0,,,62.66,,,68.0,,,57.0,,,62.66,,,14.0,,,3.0,,,29.85,,
2022-12-20,93.0,88.4,,79.0,69.0,,85.46,79.0,,0.0,,,59.49,,,70.0,,,52.0,,,59.49,,,12.0,,,2.0,,,29.85,,
2022-12-21,91.0,88.3,,77.0,68.9,,84.74,79.0,,0.0,,,59.74,,,64.0,,,54.0,,,59.74,,,13.0,,,2.0,,,29.85,,
2022-12-22,90.0,88.2,,75.0,68.7,,84.0,79.0,,0.0,,,63.97,,,70.0,,,59.0,,,63.97,,,12.0,,,1.0,,,29.85,,
2022-12-23,86.0,88.1,,73.0,68.6,,80.6,79.0,,0.0,,,59.74,,,66.0,,,50.0,,,59.74,,,12.0,,,2.0,,,29.85,,
2022-12-24,88.0,88.0,,72.0,68.5,,77.83,78.0,,0.0,,,48.4,,,55.0,,,36.0,,,48.4,,,13.0,,,2.0,,,29.9,,
2022-12-25,82.0,87.9,,68.0,68.4,,77.14,78.0,,0.0,,,55.31,,,63.0,,,46.0,,,55.31,,,12.0,,,1.0,,,29.9,,
2022-12-26,84.0,87.8,,68.0,68.2,,77.34,78.0,,0.0,,,63.09,,,68.0,,,59.0,,,63.09,,,8.0,,,1.0,,,29.93,,
2022-12-27,88.0,87.8,,70.0,68.1,,80.69,78.0,,0.0,,,63.6,,,66.0,,,59.0,,,63.6,,,10.0,,,1.0,,,29.96,,
2022-12-28,91.0,87.7,,72.0,68.0,,82.23,78.0,,0.0,,,61.51,,,66.0,,,46.0,,,61.51,,,10.0,,,1.0,,,29.99,,
2022-12-29,91.0,87.6,,73.0,67.9,,82.94,78.0,,0.0,,,60.43,,,68.0,,,45.0,,,60.43,,,10.0,,,2.0,,,30.02,,
2022-12-30,90.0,87.5,,73.0,67.7,,82.63,78.0,,0.0,,,62.06,,,66.0,,,55.0,,,62.06,,,10.0,,,2.0,,,30.05,,
2022-12-31,88.0,87.5,,73.0,67.7,,80.0,78.0,,0.0,,,58.91,,,61.0,,,54.0,,,58.91,,,10.0,,,2.0,,,30.05,,
