Date,High Temp: Actual,High Temp: Historic Avg,High Temp: Record,Low Temp: Actual,Low Temp: Historic Avg,Low Temp: Record,Day Average Temp: Actual,Day Average Temp: Historic Avg,Day Average Temp: Record,Precipitation (past 24 hours from 00:10:00): Actual,Precipitation (past 24 hours from 00:10:00): Historic Avg,Precipitation (past 24 hours from 00:10:00): Record,Dew Point: Actual,Dew Point: Historic Avg,Dew Point: Record,High: Actual,High: Historic Avg,High: Record,Low: Actual,Low: Historic Avg,Low: Record,Average: Actual,Average: Historic Avg,Average: Record,Max Wind Speed: Actual,Max Wind Speed: Historic Avg,Max Wind Speed: Record,Visibility: Actual,Visibility: Historic Avg,Visibility: Record,Sea Level Pressure: Actual,Sea Level Pressure: Historic Avg,Sea Level Pressure: Record
2023-05-25,91.0,91.8,,86.0,80.7,,88.7,86.0,,0.0,0.2,,75.24,,,79.0,,,72.0,,,75.24,,,14.0,,,3.0,,,29.85,,
2023-05-26,91.0,91.7,,84.0,80.6,,88.5,86.0,,0.0,0.3,,77.84,,,81.0,,,75.0,,,77.84,,,14.0,,,3.0,,,29.87,,
2023-05-27,91.0,91.6,,86.0,80.6,,89.0,86.0,,0.0,0.3,,76.62,,,77.0,,,75.0,,,76.62,,,14.0,,,3.0,,,29.85,,
2023-05-28,91.0,91.6,,86.0,80.6,,89.14,86.0,,0.0,0.3,,77.11,,,79.0,,,75.0,,,77.11,,,16.0,,,3.0,,,29.79,,
2023-05-29,91.0,91.5,,86.0,80.5,,89.22,86.0,,0.0,0.3,,79.54,,,81.0,,,77.0,,,79.54,,,15.0,,,3.0,,,29.82,,
2023-05-30,93.0,91.4,,86.0,80.5,,89.54,86.0,,0.0,0.4,,79.43,,,81.0,,,79.0,,,79.43,,,78.0,,,3.0,,,29.79,,
2023-06-01,93.0,91.2,,84.0,80.3,,88.73,86.0,,0.0,0.4,,79.83,,,82.0,,,79.0,,,79.83,,,13.0,,,3.0,,,29.76,,
2023-06-02,93.0,91.1,,86.0,80.3,,89.22,86.0,,0.0,0.5,,77.94,,,79.0,,,75.0,,,77.94,,,14.0,,,3.0,,,29.79,,
2023-06-03,93.0,91.0,,86.0,80.2,,89.35,86.0,,0.0,0.5,,78.0,,,81.0,,,75.0,,,78.0,,,14.0,,,4.0,,,29.79,,
2023-06-04,93.0,90.9,,86.0,80.2,,89.54,86.0,,0.0,0.5,,79.27,,,81.0,,,75.0,,,79.27,,,14.0,,,3.0,,,29.79,,
2023-06-05,93.0,90.8,,86.0,80.1,,89.08,86.0,,0.0,0.5,,78.68,,,81.0,,,75.0,,,78.68,,,15.0,,,3.0,,,29.79,,
2023-06-06,93.0,90.7,,86.0,80.0,,89.57,85.0,,0.0,0.6,,78.62,,,81.0,,,75.0,,,78.62,,,14.0,,,3.0,,,29.76,,
2023-06-07,93.0,90.6,,86.0,79.9,,89.32,85.0,,0.0,0.6,,77.27,,,79.0,,,75.0,,,77.27,,,15.0,,,3.0,,,29.73,,
2023-06-08,97.0,90.5,,86.0,79.9,,90.38,85.0,,0.0,0.6,,78.3,,,81.0,,,73.0,,,78.3,,,15.0,,,3.0,,,29.73,,
2023-06-09,97.0,90.3,,86.0,79.8,,90.97,85.0,,0.0,0.6,,78.5,,,81.0,,,73.0,,,78.5,,,18.0,,,3.0,,,29.7,,
2023-06-10,97.0,90.2,,86.0,79.7,,91.51,85.0,,0.0,0.7,,74.46,,,79.0,,,68.0,,,74.46,,,18.0,,,3.0,,,29.61,,
2023-06-11,97.0,90.1,,77.0,79.6,,88.95,85.0,,0.0,0.7,,73.11,,,77.0,,,70.0,,,73.11,,,24.0,,,2.0,,,29.64,,
2023-06-12,93.0,90.0,,86.0,79.6,,89.46,85.0,,0.0,0.7,,77.0,,,79.0,,,73.0,,,77.0,,,24.0,,,2.0,,,29.61,,
2023-06-13,93.0,89.9,,84.0,79.5,,87.75,85.0,,0.0,0.7,,78.53,,,82.0,,,75.0,,,78.53,,,21.0,,,2.0,,,29.67,,
2023-06-14,93.0,89.7,,84.0,79.4,,88.29,85.0,,0.0,0.8,,80.49,,,81.0,,,79.0,,,80.49,,,17.0,,,1.0,,,29.7,,
2023-06-15,93.0,89.6,,84.0,79.3,,89.12,85.0,,0.0,0.8,,78.09,,,81.0,,,75.0,,,78.09,,,20.0,,,2.0,,,29.73,,
2023-06-16,91.0,89.5,,86.0,79.3,,88.93,85.0,,0.0,0.8,,79.66,,,82.0,,,79.0,,,79.66,,,18.0,,,2.0,,,29.7,,
2023-06-17,91.0,89.3,,86.0,79.2,,88.38,84.0,,0.0,0.8,,80.78,,,81.0,,,79.0,,,80.78,,,15.0,,,2.0,,,29.73,,
2023-06-18,91.0,89.2,,86.0,79.1,,88.0,84.0,,0.0,0.8,,79.65,,,81.0,,,79.0,,,79.65,,,15.0,,,2.0,,,29.73,,
2023-06-19,91.0,89.1,,86.0,79.0,,87.92,84.0,,0.0,0.8,,79.0,,,81.0,,,77.0,,,79.0,,,14.0,,,2.0,,,29.7,,
2023-06-20,91.0,89.0,,86.0,79.0,,88.32,84.0,,0.0,0.9,,77.76,,,81.0,,,75.0,,,77.76,,,15.0,,,3.0,,,29.67,,
2023-06-21,91.0,88.8,,86.0,78.9,,88.57,84.0,,0.0,0.9,,77.86,,,79.0,,,75.0,,,77.86,,,13.0,,,3.0,,,29.7,,
2023-06-22,91.0,88.7,,86.0,78.8,,88.58,84.0,,0.0,0.9,,78.44,,,79.0,,,75.0,,,78.44,,,15.0,,,3.0,,,29.7,,
2023-06-23,91.0,88.6,,84.0,78.8,,88.27,84.0,,0.0,0.9,,78.73,,,81.0,,,77.0,,,78.73,,,17.0,,,3.0,,,29.67,,
2023-06-24,90.0,88.4,,79.0,78.7,,82.11,84.0,,0.0,0.9,,78.95,,,81.0,,,77.0,,,78.95,,,15.0,,,1.0,,,29.64,,
2023-06-25,84.0,88.3,,77.0,78.6,,80.5,84.0,,0.0,0.9,,78.78,,,81.0,,,77.0,,,78.78,,,9.0,,,1.0,,,29.7,,
2023-06-26,88.0,88.2,,77.0,78.6,,83.0,83.0,,0.0,0.9,,79.67,,,81.0,,,75.0,,,79.67,,,15.0,,,1.0,,,29.67,,
2023-06-27,86.0,88.1,,81.0,78.5,,83.25,83.0,,0.0,0.9,,80.28,,,82.0,,,77.0,,,80.28,,,14.0,,,2.0,,,29.67,,
2023-06-28,84.0,88.0,,79.0,78.4,,80.57,83.0,,0.0,0.9,,79.43,,,81.0,,,77.0,,,79.43,,,20.0,,,1.0,,,29.7,,
2023-06-29,84.0,87.8,,77.0,78.4,,81.75,83.0,,0.0,0.9,,79.64,,,82.0,,,77.0,,,79.64,,,18.0,,,1.0,,,29.7,,
2023-06-30,84.0,87.7,,77.0,78.3,,80.4,83.0,,0.0,0.9,,79.11,,,82.0,,,77.0,,,79.11,,,17.0,,,1.0,,,29.7,,
